지표,단독AUC,t,p양측,날짜
Momentum_126,0.497412320635446,-0.43756592427511715,0.6672,2656
Volatility_60,0.5163769833487536,1.7542642582922512,0.08577999999999997,2656
Market_Relative,0.4974053580176117,-0.4387853861984526,0.6664400000000001,2656
